participant_id,participant_longitude,participant_latitude,participant_zip_code,participant_city,participant_state,age,gender,hispanic_or_latino,race,race_self_identify_text,education_level,languages_home,languages_home_other,last_flood_experience,flood_preparation_actions,flood_response_actions,flood_map_experience,flood_map_experience_other,selected_folder,selected_image,image_longitude,image_latitude,image_zip_code,image_city,image_state,flood_risk_severity,flood_frequency,flood_risk_understanding,confidence_in_map,likely_to_buy_property,likely_to_rent_property,likely_to_buy_insurance,likely_to_take_preventive_actions,use_flood_maps_frequency,ease_of_interpretation,additional_comments
687,-79.0425,43.1139,32079,Penney Farms,Florida,25 to 34   ,Male,Yes,White ,,Master’s degree  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Moved to a shelter or safe location,Stayed inside and monitored flood updates","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_221,-122.586455,48.844629,98248,Ferndale,Washington,High,moderate to high,Very well,Slightly confident,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,
688,-79.0425,43.1139,83714,Boise,Idaho,25 to 34   ,Female,No,"Middle Eastern or Noth African ,White ",,Bachelor’s degree (4-year college)  ,"English ,Chinese (Mandarin or Cantonese) ",,2022,Installed flood barriers or sandbags,"Contacted emergency services or authorities,Did not take any action to respond","Yes, personally (e.g., for personal interest or home planning) ",,climate_central,location_116,-82.2001987,28.4810627,33523,Ridge Manor,Florida,Moderate,high,Extremely well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Somewhat easy,nothing
688,-79.0425,43.1139,83714,Boise,Idaho,25 to 34   ,Female,No,"Middle Eastern or Noth African ,White ",,Bachelor’s degree (4-year college)  ,"English ,Chinese (Mandarin or Cantonese) ",,2022,Installed flood barriers or sandbags,"Contacted emergency services or authorities,Did not take any action to respond","Yes, personally (e.g., for personal interest or home planning) ",,climate_central,location_25,-95.476189,29.670103,77096,Houston,Texas,Moderate,high,Very well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Rarely,Somewhat easy,nothing
689,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_151,-87.6870516,38.3552016,47670,Princeton,Indiana,High,Once every 1 year,Very well,Very confident,Very likely,Somewhat likely,Very likely,Very likely,Always,Extremely easy,very nice
689,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_126,-81.6221084,41.0156894,44203,Barberton,Ohio,High,Once every 1 year,Very well,Very confident,Very likely,Somewhat likely,Very likely,Very likely,Always,Extremely easy,very nice
690,-97.822,37.751,90011,Los Angeles,California,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_236,-97.056,28.01229,78382,Rockport,Texas,Moderate,1,Moderately well,Very confident,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,GOOD
690,-97.822,37.751,90011,Los Angeles,California,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_122,-94.2327225,30.1600992,77713,Beaumont,Texas,High,2,Very well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,GOOD
691,-77.4917,39.0395,46225,Indianapolis,Indiana,35 to 44   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,Secured important documents and valuables,Contacted emergency services or authorities,"Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_134,-95.6396151,29.8431618,77084,Houston,Texas,Moderate,4,Slightly well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Often,Somewhat difficult,no
691,-77.4917,39.0395,46225,Indianapolis,Indiana,35 to 44   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,Secured important documents and valuables,Contacted emergency services or authorities,"Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_198,-70.3853585,43.4667209,4072,Saco,Maine,High,5,Slightly well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Often,Somewhat difficult,no
692,-97.822,37.751,13502,Utica,New York,45 to 54   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,I have not experienced a flood in the past.,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas,Did not take any action to respond","No, I do not have any previous experience ",,climate_central,location_140,-77.9502639,34.2397921,28401,Wilmington,North Carolina,Low,yes,Slightly well,Extremely confident,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,Always,Extremely difficult,List specific low water crossings in Lawrence County that you believe need immediate attention. Do you have any additional comments or suggestions for improving ...
692,-97.822,37.751,13502,Utica,New York,45 to 54   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,I have not experienced a flood in the past.,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas,Did not take any action to respond","No, I do not have any previous experience ",,climate_central,location_6,-74.96396,39.155733,8243,Sea Isle,New Jersey,High,yes,Not well at all,Extremely confident,Very likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Always,Extremely difficult,"Share a web map of recreation facilities in ArcGIS Online, first internally to get approval from the GIS manager, and then publicly on the City of Red Deer ."
693,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Monitored weather reports and flood warnings","Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_107,-122.895472,38.493306,95436,Forestville,California,Moderate,1 year,Slightly well,Very confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Often,Somewhat easy,nice
693,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Monitored weather reports and flood warnings","Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_220,-75.054245,38.463417,19944,Fenwick Island,Delaware,Moderate,1 year,Slightly well,Very confident,Somewhat likely,Somewhat likely,Somewhat unlikely,Neither likely nor unlikely,Often,Somewhat easy,nice
694,-97.822,37.751,32566,Navarre,Florida,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_183,-122.9134308,39.0358122,95453,Lakeport,California,Moderate,2018,Very well,Slightly confident,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,
694,-97.822,37.751,32566,Navarre,Florida,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_17,-77.949812,34.235339,28401,Wilmington,North Carolina,Moderate,2022,Moderately well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,
695,-97.822,37.751,62440,Lerna,Illinois,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,"English ,Spanish ,French ",,2023,Secured important documents and valuables,Evacuated from the area,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_194,-87.2003981,41.3339124,46341,Hebron,Indiana,High,2,Very well,Slightly confident,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Often,Somewhat easy,good
695,-97.822,37.751,62440,Lerna,Illinois,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,"English ,Spanish ,French ",,2023,Secured important documents and valuables,Evacuated from the area,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_235,-71.27852,41.676727,2809,Bristol,Rhode Island,Low,3,Very well,Very confident,Somewhat likely,Very likely,Very likely,Somewhat likely,Often,Extremely difficult,good
696,-122.2972,47.63,47906,West Lafayette,Indiana,25 to 34   ,Female,Yes,White ,,High school graduate  ,English ,,Before 2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_159,-79.143191,34.2300733,29581,Nichols,South Carolina,Moderate,2,Moderately well,Somewhat confident,Somewhat unlikely,Very unlikely,Somewhat unlikely,Very unlikely,Never,Somewhat easy,good
696,-122.2972,47.63,47906,West Lafayette,Indiana,25 to 34   ,Female,Yes,White ,,High school graduate  ,English ,,Before 2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_210,-95.758261,29.71306,77450,Houston,Texas,Moderate,5,Moderately well,Slightly confident,Somewhat unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Rarely,Somewhat easy,GOOD
697,-97.822,37.751,95350,Modesto,California,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Used a generator or backup power supply,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_35,-87.363287,36.522718,37044,Clarksville,Tennessee,Very High,1,Very well,Very confident,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Sometimes,Somewhat easy,The legend explains what all the symbols on the map mean. It should be easy to find and easy to read
697,-97.822,37.751,95350,Modesto,California,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Used a generator or backup power supply,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_200,-79.9348418,32.7938246,29424,Charleston,South Carolina,High,2,Moderately well,Slightly confident,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Sometimes,Somewhat easy,"On your Android phone or tablet, open the Google Maps app "
698,-121.962,37.3931,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Master’s degree  ,English ,,Before 2010,Moved belongings to higher ground,Evacuated from the area,"Yes, academically (e.g., as part of a course or research project) ",,noaa,location_144,-95.3881967,29.7603691,77019,Houston,Texas,Low,2013,Moderately well,Very confident,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Sometimes,Somewhat easy,good
698,-121.962,37.3931,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Master’s degree  ,English ,,Before 2010,Moved belongings to higher ground,Evacuated from the area,"Yes, academically (e.g., as part of a course or research project) ",,noaa,location_37,-84.506947,39.090957,41071,Covington,Kentucky,Low,2011,Slightly well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Often,Somewhat difficult,nice
699,-97.822,37.751,85303,Glendale,Arizona,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_194,-87.2003981,41.3339124,46341,Hebron,Indiana,High,4,Very well,Very confident,Somewhat unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Sometimes,Neither easy nor difficult,Nothing
699,-97.822,37.751,85303,Glendale,Arizona,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_13,-90.188465,38.890764,62002,St Louis,Missouri,Moderate,1,Very well,Somewhat confident,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Sometimes,Somewhat easy,Nothing
700,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,Created an emergency plan with family or household members,Used a generator or backup power supply,"Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_69,-90.432721,38.969812,62037,Grafton,Illinois,High,one year,Very well,Very confident,Very likely,Very likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,very nice
700,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,Created an emergency plan with family or household members,Used a generator or backup power supply,"Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_54,-84.2471229,43.613231,48667,Midland,Michigan,High,one year,Very well,Somewhat confident,Very likely,Somewhat likely,Very likely,Somewhat likely,Sometimes,Somewhat easy,very nice
701,-117.9567,33.8782,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2013,Created an emergency plan with family or household members,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,noaa,location_122,-94.2327225,30.1600992,77713,Beaumont,Texas,High,3 year,Very well,Very confident,Somewhat likely,Very likely,Somewhat likely,Very likely,Often,Somewhat easy,Area
701,-117.9567,33.8782,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2013,Created an emergency plan with family or household members,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,noaa,location_239,-72.796641,41.539357,6450,Meriden,Connecticut,High,3 year,Very well,Very confident,Somewhat likely,Very likely,Very likely,Somewhat likely,Often,Somewhat easy,Sea
702,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_25,-95.476189,29.670103,77096,Houston,Texas,High,every year,Extremely well,Extremely confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,good
702,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_69,-90.432721,38.969812,62037,Grafton,Illinois,Very High,every year,Extremely well,Extremely confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Often,Neither easy nor difficult,good
703,-77.4903,39.0469,54313,Green Bay,Wisconsin,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Stocked up on food, water, and emergency supplies",Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,fema,location_125,-123.0108092,38.4677471,95462,Monte Rio,California,High,1 YEAR,Very well,Extremely confident,Somewhat likely,Very likely,Somewhat likely,Very likely,Often,Somewhat easy,FIND MORE INFORMATION ABOUT THE FLOOD
703,-77.4903,39.0469,54313,Green Bay,Wisconsin,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Stocked up on food, water, and emergency supplies",Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,fema,location_153,-122.50922,37.8711566,94965,Marin City,California,High,2 YEARS,Very well,Somewhat confident,Very unlikely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Often,Extremely easy,FIND HELP
704,-77.4903,39.0469,73001,Albert,Oklahoma,18 to 24   ,Male,Yes,"American Indian or Alaska Native  ,White ",,Bachelor’s degree (4-year college)  ,"Tagalog ,Vietnamese ",,2020,"Secured important documents and valuables,Moved belongings to higher ground","Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_208,-95.582918,29.771157,77079,Houston,Texas,Low,2,Moderately well,Somewhat confident,Somewhat likely,Very likely,Very likely,Very likely,Always,Neither easy nor difficult,GOOD
704,-77.4903,39.0469,73001,Albert,Oklahoma,18 to 24   ,Male,Yes,"American Indian or Alaska Native  ,White ",,Bachelor’s degree (4-year college)  ,"Tagalog ,Vietnamese ",,2020,"Secured important documents and valuables,Moved belongings to higher ground","Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_230,-71.278217,41.676786,2809,Bristol,Rhode Island,Low,2,Moderately well,Very confident,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,GOOD
705,-79.0425,43.1139,10009,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2013,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_209,-95.418406,29.703214,77025,Houston,Texas,Moderate,2,Moderately well,Somewhat confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Sometimes,Somewhat difficult,nothing
705,-79.0425,43.1139,10009,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2013,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_115,-78.6263995,35.8198683,27608,Raleigh,North Carolina,Moderate,2,Moderately well,Very confident,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Sometimes,Somewhat difficult,nothing
706,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2010,Moved belongings to higher ground,Assisted neighbors or community members,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_73,-76.886333,40.254298,17126,Harrisburg,Pennsylvania,Low,2013,Slightly well,Somewhat confident,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Often,Neither easy nor difficult,risk area
706,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2010,Moved belongings to higher ground,Assisted neighbors or community members,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_111,-123.0003037,38.5030174,95446,Guerneville,California,Moderate,2011,Slightly well,Very confident,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Rarely,Somewhat difficult,flood areas
707,-97.822,37.751,60002,Antioch,Illinois,25 to 34   ,Female,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2022,Installed flood barriers or sandbags,Assisted neighbors or community members,"Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_37,-84.506947,39.090957,41071,Covington,Kentucky,Low,GOOD,Moderately well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Sometimes,Neither easy nor difficult,GOOD
707,-97.822,37.751,60002,Antioch,Illinois,25 to 34   ,Female,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2022,Installed flood barriers or sandbags,Assisted neighbors or community members,"Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_192,-88.2739832,42.6779111,53105,Burlington,Wisconsin,Low,NOTHING,Extremely well,Very confident,Somewhat unlikely,Very unlikely,Somewhat unlikely,Very unlikely,Rarely,Somewhat easy,NOTHING
708,-73.9405,40.6472,34759,Kissimmee,Florida,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2017,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_192,-88.2739832,42.6779111,53105,Burlington,Wisconsin,Moderate,2,Moderately well,Slightly confident,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Sometimes,Neither easy nor difficult,
708,-73.9405,40.6472,34759,Kissimmee,Florida,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2017,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_255,-82.209285,27.094389,34291, North Port,Florida,Moderate,3,Very well,Somewhat confident,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Sometimes,Somewhat easy,
709,-97.822,37.751,54868,Rice Lake,Wisconsin,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2017,Installed flood barriers or sandbags,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_245,-80.07373043,26.50511511,33435,Boynton Beach,Florida,Moderate,4,Very well,Somewhat confident,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Neither easy nor difficult,"I don’t have access to external content, including maps, so I can’t provide specific comments or concerns about the map you're referencing. However, if you can describe the map or share its main features, I'd be happy to provide insights or discuss any specific aspects you're interested in!"
709,-97.822,37.751,54868,Rice Lake,Wisconsin,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2017,Installed flood barriers or sandbags,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_252,-76.304171,36.896899,23508,Norfolk,Virginia,Moderate,2,Moderately well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Sometimes,Neither easy nor difficult,"It looks like I don't have access to specific maps or visuals, so I can't provide comments or concerns about any particular one. However, if you describe the map or its contents, I can definitely help analyze it or discuss any aspects you might be interested in!"
710,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Secured important documents and valuables,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_2,-74.623374,39.2509,8226,Ocean City,New Jersey,Moderate,1 year,Moderately well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Often,Somewhat difficult,very nice
710,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Secured important documents and valuables,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_184,-91.0511737,39.445414,63353,Louisiana,Missouri,Low,1 year,Very well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Somewhat easy,very nice
711,-97.822,37.751,38671,Southaven,Mississippi,45 to 54   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates","Yes, personally (e.g., for personal interest or home planning) ",,fema,location_105,-95.6582414,40.6033953,51640,Hamburg,Iowa,Very High,ONCE IN EVERY YEAR,Extremely well,Very confident,Somewhat likely,Somewhat unlikely,Very likely,Very likely,Sometimes,Somewhat easy,VERY INFORMATIVE AND HELPFUL
711,-97.822,37.751,38671,Southaven,Mississippi,45 to 54   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates","Yes, personally (e.g., for personal interest or home planning) ",,fema,location_220,-75.054245,38.463417,19944,Fenwick Island,Delaware,Low,VERY RARE IN UP COMING YERAS,Slightly well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,IT NEEDS TO PROVIDE  MORE CLEAR INFORMATION
